Skills,Occupation Code,Weight
Building and construction,13-2081.00,6
Design,13-1041.03,6
Design,13-1074.00,6
Design,13-1075.00,6
Design,13-2041.00,6
Engineering and technology,13-1011.00,6
Engineering and technology,13-2011.02,6
Engineering and technology,13-2061.00,6
Engineering and technology,13-2071.01,6
Engineering and technology,13-2072.00,6
Fine arts,13-1199.03,6
Food production,13-1041.07,6
Food production,13-1051.00,6
Food production,13-1199.01,6
Foreign language,13-1051.00,6
Foreign language,13-1199.01,6
History and archeology,13-1031.01,6
History and archeology,13-1051.00,6
History and archeology,13-2061.00,6
Mechanical,13-1011.00,6
Mechanical,13-1041.03,6
Mechanical,13-2031.00,6
Mechanical,13-2099.01,6
Medicine and dentistry,13-1161.00,6
Medicine and dentistry,13-2052.00,6
Philosophy and theology,13-1041.01,6
Philosophy and theology,13-2021.01,6
Philosophy and theology,13-2021.02,6
Physics,13-1161.00,6
Physics,13-2041.00,6
Therapy and counseling,13-1041.07,6
Therapy and counseling,13-1199.03,6
Transportation,13-1071.00,6
Transportation,13-1151.00,6
Equipment selection,13-1041.01,6
Equipment selection,13-1081.02,6
Equipment selection,13-1111.00,6
Equipment selection,13-1131.00,6
Equipment selection,13-1199.04,6
Equipment selection,13-1199.05,6
Equipment selection,13-1199.06,6
Installation,13-2071.00,6
Management of financial resources,13-2071.00,6
Operation and control,13-1071.00,6
Operation and control,13-1081.02,6
Operation and control,13-1199.05,6
Operation and control,13-1199.06,6
Operation and control,13-2061.00,6
Operation and control,13-2072.00,6
Operation and control,13-2099.01,6
Operation monitoring,13-1023.00,6
Operation monitoring,13-2071.01,6
Operation monitoring,13-2082.00,6
Operations analysis,13-1074.00,6
Operations analysis,13-2099.04,6
Programming,13-1023.00,6
Programming,13-1032.00,6
Quality control analysis,13-1199.03,6
Quality control analysis,13-2031.00,6
Quality control analysis,13-2099.04,6
Repairing,13-1041.01,6
Repairing,13-1199.06,6
Repairing,13-2071.00,6
Science,13-1071.00,6
Science,13-1074.00,6
Science,13-1121.00,6
Science,13-1131.00,6
Science,13-1199.06,6
Science,13-2031.00,6
Science,13-2061.00,6
Science,13-2099.04,6
Technology design,13-2082.00,6
Technology design,13-2099.04,6
Troubleshooting,13-1023.00,6
Troubleshooting,13-1111.00,6
Troubleshooting,13-2011.01,6
Troubleshooting,13-2071.00,6
Handling and moving objects,13-1111.00,6
Operating vehicles mechanized devices or equipment,13-1041.03,6
Operating vehicles mechanized devices or equipment,13-1111.00,6
Operating vehicles mechanized devices or equipment,13-1151.00,6
Operating vehicles mechanized devices or equipment,13-1161.00,6
Operating vehicles mechanized devices or equipment,13-2071.00,6
Performing general physical activities,13-2052.00,6
Performing general physical activities,13-2099.01,6
Repairing and maintaining electronic equipment,13-1031.02,6
Repairing and maintaining electronic equipment,13-1041.07,6
Repairing and maintaining electronic equipment,13-1151.00,6
Repairing and maintaining electronic equipment,13-2041.00,6
Repairing and maintaining electronic equipment,13-2071.00,6
Repairing and maintaining electronic equipment,13-2099.02,6
Repairing and maintaining mechanical equipment,13-1022.00,6
Repairing and maintaining mechanical equipment,13-1041.07,6
Repairing and maintaining mechanical equipment,13-1051.00,6
Repairing and maintaining mechanical equipment,13-2011.01,6
Repairing and maintaining mechanical equipment,13-2021.01,6
Repairing and maintaining mechanical equipment,13-2071.01,6
Staffing organizational units,13-2051.00,6
Cramped work space awkward positions,13-1021.00,6
Cramped work space awkward positions,13-1161.00,6
Cramped work space awkward positions,13-1199.06,6
Deal with physically aggressive people,13-1021.00,6
Deal with physically aggressive people,13-1081.01,6
Deal with physically aggressive people,13-1131.00,6
Deal with physically aggressive people,13-2031.00,6
Deal with physically aggressive people,13-2072.00,6
Exposed to contaminants,13-1151.00,6
Exposed to contaminants,13-1199.04,6
Exposed to contaminants,13-2011.01,6
Exposed to disease or infections,13-2031.00,6
Exposed to hazardous conditions,13-1199.05,6
Exposed to hazardous equipment,13-1075.00,6
Exposed to hazardous equipment,13-2099.04,6
Exposed to high places,13-1121.00,6
Exposed to minor burns cuts bites or stings,13-1081.01,6
Exposed to minor burns cuts bites or stings,13-1199.05,6
Exposed to minor burns cuts bites or stings,13-1199.06,6
Exposed to whole body vibration,13-1023.00,6
Extremely bright or inadequate lighting,13-1041.03,6
Extremely bright or inadequate lighting,13-1141.00,6
Extremely bright or inadequate lighting,13-1151.00,6
Extremely bright or inadequate lighting,13-2011.01,6
Extremely bright or inadequate lighting,13-2041.00,6
Indoors not environmentally controlled,13-1071.00,6
Indoors not environmentally controlled,13-2053.00,6
Indoors not environmentally controlled,13-2081.00,6
Outdoors exposed to weather,13-1151.00,6
Outdoors under cover,13-1011.00,6
Outdoors under cover,13-2081.00,6
Pace determined by speed of equipment,13-1021.00,6
Pace determined by speed of equipment,13-2072.00,6
Spend time bending or twisting the body,13-1199.03,6
Spend time bending or twisting the body,13-2041.00,6
Spend time bending or twisting the body,13-2071.00,6
Spend time climbing ladders scaffolds,13-1032.00,6
Spend time climbing ladders scaffolds,13-1041.04,6
Spend time climbing ladders scaffolds,13-1074.00,6
Spend time climbing ladders scaffolds,13-1199.06,6
Spend time keeping or regaining balance,13-1041.04,6
Spend time keeping or regaining balance,13-1074.00,6
Spend time keeping or regaining balance,13-2099.02,6
Spend time kneeling crouching stooping,13-1011.00,6
Spend time kneeling crouching stooping,13-1074.00,6
Spend time kneeling crouching stooping,13-1141.00,6
Spend time kneeling crouching stooping,13-1151.00,6
Biology,13-1051.00,7
Biology,13-2041.00,7
Biology,13-2051.00,7
Biology,13-2099.04,7
Chemistry,13-2099.04,7
Design,13-1131.00,7
Fine arts,13-1041.04,7
Fine arts,13-1081.02,7
Fine arts,13-1161.00,7
Fine arts,13-2051.00,7
Food production,13-1022.00,7
Food production,13-1041.06,7
Food production,13-2021.02,7
Foreign language,13-1131.00,7
History and archeology,13-1041.07,7
History and archeology,13-2081.00,7
Medicine and dentistry,13-1199.01,7
Medicine and dentistry,13-1199.05,7
Philosophy and theology,13-1051.00,7
Physics,13-1199.04,7
Physics,13-2099.04,7
Production and processing,13-1131.00,7
Therapy and counseling,13-1081.01,7
Therapy and counseling,13-1131.00,7
Controlling machines and processes,13-2061.00,7
Handling and moving objects,13-1161.00,7
Handling and moving objects,13-2052.00,7
Operating vehicles mechanized devices or equipment,13-2052.00,7
Performing general physical activities,13-2071.00,7
Repairing and maintaining electronic equipment,13-1141.00,7
Repairing and maintaining mechanical equipment,13-1071.00,7
Repairing and maintaining mechanical equipment,13-1199.03,7
Repairing and maintaining mechanical equipment,13-2061.00,7
Cramped work space awkward positions,13-1031.01,7
Cramped work space awkward positions,13-2011.02,7
Deal with physically aggressive people,13-1071.00,7
Deal with physically aggressive people,13-1141.00,7
Exposed to contaminants,13-1031.01,7
Exposed to contaminants,13-1111.00,7
Exposed to contaminants,13-2072.00,7
Exposed to disease or infections,13-1081.02,7
Exposed to disease or infections,13-1131.00,7
Exposed to disease or infections,13-2071.01,7
Exposed to disease or infections,13-2099.02,7
Exposed to hazardous conditions,13-1023.00,7
Exposed to hazardous conditions,13-2021.01,7
Exposed to hazardous equipment,13-1041.04,7
Exposed to hazardous equipment,13-1121.00,7
Exposed to hazardous equipment,13-1199.05,7
Exposed to high places,13-1022.00,7
Exposed to high places,13-1081.01,7
Exposed to minor burns cuts bites or stings,13-1081.00,7
Exposed to radiation,13-1041.02,7
Exposed to whole body vibration,13-1041.02,7
Extremely bright or inadequate lighting,13-1011.00,7
Extremely bright or inadequate lighting,13-2072.00,7
In an open vehicle or equipment,13-1041.04,7
In an open vehicle or equipment,13-1199.01,7
In an open vehicle or equipment,13-1199.02,7
In an open vehicle or equipment,13-1199.06,7
In an open vehicle or equipment,13-2081.00,7
In an open vehicle or equipment,13-2099.02,7
Indoors not environmentally controlled,13-2072.00,7
Outdoors under cover,13-1151.00,7
Outdoors under cover,13-1199.04,7
Pace determined by speed of equipment,13-1032.00,7
Pace determined by speed of equipment,13-1041.06,7
Pace determined by speed of equipment,13-1121.00,7
Responsible for others health and safety,13-1031.02,7
Spend time bending or twisting the body,13-1041.07,7
Spend time climbing ladders scaffolds,13-1023.00,7
Spend time climbing ladders scaffolds,13-2099.04,7
Spend time keeping or regaining balance,13-1051.00,7
Spend time keeping or regaining balance,13-1151.00,7
Spend time kneeling crouching stooping,13-1199.06,7
Spend time kneeling crouching stooping,13-2031.00,7
Spend time kneeling crouching stooping,13-2099.04,7
Biology,13-1031.01,8
Biology,13-1031.02,8
Building and construction,13-1111.00,8
Chemistry,13-1032.00,8
Chemistry,13-1075.00,8
Chemistry,13-1199.04,8
Chemistry,13-2041.00,8
Chemistry,13-2053.00,8
Design,13-2072.00,8
Design,13-2081.00,8
Engineering and technology,13-1041.02,8
Engineering and technology,13-2031.00,8
Engineering and technology,13-2053.00,8
Fine arts,13-1075.00,8
Fine arts,13-1199.05,8
Fine arts,13-2082.00,8
Fine arts,13-2099.02,8
Food production,13-1111.00,8
Food production,13-1199.03,8
Food production,13-1199.04,8
Foreign language,13-2021.01,8
Foreign language,13-2041.00,8
Foreign language,13-2053.00,8
Mechanical,13-1071.00,8
Mechanical,13-1199.03,8
Mechanical,13-2041.00,8
Mechanical,13-2053.00,8
Medicine and dentistry,13-1075.00,8
Medicine and dentistry,13-1081.02,8
Medicine and dentistry,13-2041.00,8
Philosophy and theology,13-1041.07,8
Philosophy and theology,13-1081.01,8
Philosophy and theology,13-2011.02,8
Philosophy and theology,13-2072.00,8
Sales_and_Marketing,13-2011.01,8
Sociology and anthropology,13-1022.00,8
Controlling machines and processes,13-1041.07,8
Controlling machines and processes,13-1199.05,8
Controlling machines and processes,13-2053.00,8
Handling and moving objects,13-2072.00,8
Operating vehicles mechanized devices or equipment,13-1031.01,8
Operating vehicles mechanized devices or equipment,13-2041.00,8
Operating vehicles mechanized devices or equipment,13-2082.00,8
Performing general physical activities,13-1041.07,8
Performing general physical activities,13-1161.00,8
Repairing and maintaining electronic equipment,13-1031.01,8
Repairing and maintaining electronic equipment,13-1071.00,8
Repairing and maintaining electronic equipment,13-1074.00,8
Repairing and maintaining electronic equipment,13-1199.04,8
Repairing and maintaining electronic equipment,13-2031.00,8
Repairing and maintaining electronic equipment,13-2071.01,8
Repairing and maintaining mechanical equipment,13-1021.00,8
Repairing and maintaining mechanical equipment,13-2099.04,8
Cramped work space awkward positions,13-1075.00,8
Deal with physically aggressive people,13-1011.00,8
Deal with physically aggressive people,13-1022.00,8
Exposed to contaminants,13-2099.04,8
Exposed to disease or infections,13-1041.07,8
Exposed to disease or infections,13-1081.00,8
Exposed to disease or infections,13-2071.00,8
Exposed to hazardous conditions,13-1031.02,8
Exposed to hazardous equipment,13-1031.01,8
Exposed to hazardous equipment,13-1031.02,8
Exposed to hazardous equipment,13-2021.02,8
Exposed to high places,13-1023.00,8
Exposed to high places,13-2021.01,8
Exposed to minor burns cuts bites or stings,13-1041.07,8
Exposed to minor burns cuts bites or stings,13-2081.00,8
Extremely bright or inadequate lighting,13-1031.01,8
Extremely bright or inadequate lighting,13-2081.00,8
Extremely bright or inadequate lighting,13-2082.00,8
In an enclosed vehicle or equipment,13-1141.00,8
In an open vehicle or equipment,13-1022.00,8
In an open vehicle or equipment,13-1051.00,8
In an open vehicle or equipment,13-1199.03,8
Indoors not environmentally controlled,13-2061.00,8
Outdoors under cover,13-1199.06,8
Pace determined by speed of equipment,13-1031.01,8
Pace determined by speed of equipment,13-2031.00,8
Pace determined by speed of equipment,13-2099.04,8
Responsible for others health and safety,13-2099.01,8
Sounds noise levels are distracting,13-2052.00,8
Spend time bending or twisting the body,13-1011.00,8
Spend time bending or twisting the body,13-1041.03,8
Spend time bending or twisting the body,13-1141.00,8
Spend time bending or twisting the body,13-1151.00,8
Spend time bending or twisting the body,13-2099.02,8
Spend time climbing ladders scaffolds,13-1031.01,8
Spend time keeping or regaining balance,13-1199.02,8
Spend time kneeling crouching stooping,13-1021.00,8
Spend time kneeling crouching stooping,13-1022.00,8
Spend time kneeling crouching stooping,13-1031.01,8
Spend time kneeling crouching stooping,13-1031.02,8
Spend time kneeling crouching stooping,13-1075.00,8
Spend time walking and running,13-2071.01,8
Spend time walking and running,13-2082.00,8
Building and construction,13-1041.02,9
Building and construction,13-1041.06,9
Building and construction,13-1071.00,9
Building and construction,13-1075.00,9
Building and construction,13-2082.00,9
Chemistry,13-1031.01,9
Chemistry,13-1111.00,9
Economics and accounting,13-1041.07,9
Engineering and technology,13-2081.00,9
Food production,13-1041.04,9
Foreign language,13-1199.05,9
Foreign language,13-2052.00,9
Geography,13-1071.00,9
History and archeology,13-2011.02,9
History and archeology,13-2031.00,9
History and archeology,13-2072.00,9
History and archeology,13-2099.02,9
Mechanical,13-1075.00,9
Medicine and dentistry,13-1081.01,9
Medicine and dentistry,13-1151.00,9
Philosophy and theology,13-1022.00,9
Philosophy and theology,13-1199.01,9
Physics,13-1111.00,9
Production and processing,13-2031.00,9
Sales_and_Marketing,13-1041.06,9
Therapy and counseling,13-1041.04,9
Therapy and counseling,13-2041.00,9
Therapy and counseling,13-2053.00,9
Transportation,13-1031.02,9
Transportation,13-2031.00,9
Transportation,13-2072.00,9
Controlling machines and processes,13-2041.00,9
Handling and moving objects,13-1199.04,9
Operating vehicles mechanized devices or equipment,13-1071.00,9
Operating vehicles mechanized devices or equipment,13-1199.04,9
Operating vehicles mechanized devices or equipment,13-1199.06,9
Operating vehicles mechanized devices or equipment,13-2051.00,9
Operating vehicles mechanized devices or equipment,13-2053.00,9
Performing general physical activities,13-2041.00,9
Repairing and maintaining electronic equipment,13-1075.00,9
Repairing and maintaining electronic equipment,13-2061.00,9
Repairing and maintaining electronic equipment,13-2099.01,9
Repairing and maintaining mechanical equipment,13-1023.00,9
